Team,Year,Sport,Gold_Count,Silver_Count,Bronze_Count
Lithuania,2012,Canoeing,0,1,0
Lithuania,2012,Modern Pentathlon,1,0,0
Lithuania,2012,Swimming,1,0,0
Lithuania,2012,Wrestling,0,0,1
Lithuania,2016,Canoeing,0,0,1
Lithuania,2016,Rowing,0,1,1
Lithuania,2016,Weightlifting,0,0,1
Lithuania,2020,Modern Pentathlon,0,1,0
Lithuania,2024,3x3 Basketball,0,0,1
Lithuania,2024,Athletics,0,1,0
Lithuania,2024,Breaking,0,1,0
Lithuania,2024,Rowing,0,0,1
Macedonia,2000,Wrestling,0,0,1
Malaysia,1996,Badminton,0,0,1
Malaysia,2008,Badminton,0,1,0
Malaysia,2012,Badminton,0,1,0
Malaysia,2012,Diving,0,0,1
Malaysia,2016,Badminton,0,3,0
Malaysia,2016,Cycling,0,0,1
Malaysia,2016,Diving,0,1,0
Malaysia,2020,Badminton,0,0,1
Malaysia,2020,Cycling Track,0,1,0
Malaysia,2024,Badminton,0,0,2
Malaysia,1996,Badminton,0,1,0
Malaysia,1992,Badminton,0,0,1
Mauritius,2008,Boxing,0,0,1
Mexico,1992,Athletics,0,1,0
Mexico,1996,Athletics,0,0,1
Mexico,2000,Athletics,0,1,1
Mexico,2000,Boxing,0,0,1
Mexico,2000,Diving,0,1,0
Mexico,2000,Taekwondo,0,0,1
Mexico,2000,Weightlifting,1,0,0
Mexico,2004,Athletics,0,1,0
Mexico,2004,Cycling,0,1,0
Mexico,2004,Taekwondo,0,1,1
Mexico,2008,Diving,0,0,1
Mexico,2008,Taekwondo,2,0,0
Mexico,2012,Archery,0,1,1
Mexico,2012,Diving,0,2,1
Mexico,2012,Football,1,0,0
Mexico,2012,Taekwondo,0,0,1
Mexico,2016,Athletics,0,1,0
Mexico,2016,Boxing,0,0,1
Mexico,2016,Diving,0,1,0
Mexico,2016,Modern Pentathlon,0,0,1
Mexico,2016,Taekwondo,0,1,0
Mexico,2020,Archery,0,0,1
Mexico,2020,Diving,0,0,1
Mexico,2020,Football,0,0,1
Mexico,2020,Weightlifting,0,0,1
Mexico,2024,Archery,0,0,1
Mexico,2024,Boxing,0,1,0
Mexico,2024,Diving,0,1,1
Mexico,2024,Judo,0,1,0
Moldova,1996,Canoeing,0,1,0
Moldova,1996,Wrestling,0,0,1
Moldova,2000,Boxing,0,0,1
Moldova,2000,Shooting,0,1,0
Moldova,2008,Boxing,0,0,1
Moldova,2012,Weightlifting,0,0,2
Moldova,2020,Canoe Sprint,0,0,1
Mongolia,1992,Boxing,0,0,1
Mongolia,1992,Shooting,0,0,1
Mongolia,1996,Judo,0,0,1
Mongolia,2004,Judo,0,0,1
Mongolia,2008,Boxing,1,1,0
Mongolia,2008,Judo,1,0,0
Mongolia,2008,Shooting,0,1,0
Mongolia,2012,Boxing,0,1,1
Mongolia,2012,Judo,0,1,1
Mongolia,2012,Wrestling,0,0,1
Mongolia,2016,Boxing,0,0,1
Mongolia,2016,Judo,0,1,0
Mongolia,2020,Judo,0,1,2
Mongolia,2020,Wrestling,0,0,1
Mongolia,2024,Judo,0,1,0
Montenegro,2012,Handball,0,1,0
Morocco,1992,Athletics,1,1,0
Morocco,1992,Boxing,0,0,1
Morocco,1996,Athletics,0,0,2
Morocco,2000,Athletics,0,1,3
Morocco,2000,Boxing,0,0,1
Morocco,2004,Athletics,2,1,0
Morocco,2008,Athletics,0,1,1
Morocco,2012,Athletics,0,0,1
Morocco,2016,Boxing,0,0,1
Morocco,2020,Athletics,1,0,0
Morocco,2024,Athletics,1,0,0
Morocco,2024,Football,0,0,1
Mozambique,1996,Athletics,0,0,1
Mozambique,2000,Athletics,1,0,0
Nadine,2008,Equestrianism,0,1,0
Namibia,1992,Athletics,0,2,0
Namibia,1996,Athletics,0,2,0
Namibia,2020,Athletics,0,1,0
Netherlands,1992,Athletics,1,0,0
Netherlands,1992,Boxing,0,1,1
Netherlands,1992,Cycling,0,2,2
Netherlands,1992,Equestrianism,1,2,0
Netherlands,1992,Judo,0,0,2
Netherlands,1992,Rowing,0,0,1
Netherlands,1992,Sailing,0,0,1
Netherlands,1992,Volleyball,0,1,0
Netherlands,1996,Cycling,1,1,1
Netherlands,1996,Equestrianism,0,2,1
Netherlands,1996,Hockey,1,0,1
Netherlands,1996,Judo,0,0,3
Netherlands,1996,Rowing,1,1,1
Netherlands,1996,Sailing,0,1,1
Netherlands,1996,Swimming,0,0,2
Netherlands,1996,Volleyball,1,0,0
Netherlands,2000,Archery,0,0,1
Netherlands,2000,Cycling,3,1,0
Netherlands,2000,Equestrianism,2,2,0
Netherlands,2000,Hockey,1,0,1
Netherlands,2000,Judo,1,0,0
Netherlands,2000,Rowing,0,3,0
Netherlands,2000,Sailing,0,1,0
Netherlands,2000,Swimming,5,1,2
Netherlands,2000,Tennis,0,1,0
Netherlands,2004,Badminton,0,1,0
Netherlands,2004,Cycling,1,1,2
Netherlands,2004,Equestrianism,1,0,0
Netherlands,2004,Hockey,0,2,0
Netherlands,2004,Judo,0,1,3
Netherlands,2004,Rowing,0,1,2
Netherlands,2004,Swimming,2,3,2
Netherlands,2008,Cycling,1,0,0
Netherlands,2008,Equestrianism,1,0,0
Netherlands,2008,Hockey,1,0,0
Netherlands,2008,Judo,0,1,4
Netherlands,2008,Rowing,1,1,0
Netherlands,2008,Sailing,0,2,0
Netherlands,2008,Swimming,2,0,0
Netherlands,2008,Water Polo,1,0,0
Netherlands,2012,Cycling,1,0,2
Netherlands,2012,Equestrianism,0,3,1
Netherlands,2012,Gymnastics,1,0,0
Netherlands,2012,Hockey,1,1,0
Netherlands,2012,Judo,0,0,2
Netherlands,2012,Rowing,0,0,1
Netherlands,2012,Sailing,1,1,1
Netherlands,2012,Swimming,2,1,1
Netherlands,2016,Athletics,0,1,0
Netherlands,2016,Boxing,0,1,0
Netherlands,2016,Cycling,2,3,1
Netherlands,2016,Gymnastics,1,0,0
Netherlands,2016,Hockey,0,1,0
Netherlands,2016,Judo,0,0,1
Netherlands,2016,Rowing,1,1,1
Netherlands,2016,Sailing,2,0,0
Netherlands,2016,Swimming,2,0,0
Netherlands,2020,Archery,0,1,0
Netherlands,2020,Athletics,2,3,3
Netherlands,2020,Boxing,0,0,1
Netherlands,2020,Cycling BMX Racing,1,0,1
Netherlands,2020,Cycling Road,1,2,1
Netherlands,2020,Cycling Track,3,1,2
Netherlands,2020,Equestrian,0,0,1
Netherlands,2020,Hockey,1,0,0
Netherlands,2020,Judo,0,0,1
Netherlands,2020,Marathon Swimming,0,1,0
Netherlands,2020,Rowing,1,2,2
Netherlands,2020,Sailing,1,0,2
Netherlands,2020,Swimming,0,2,0
Netherlands,2024,3x3 Basketball,1,0,0
Netherlands,2024,Artistic Swimming,0,0,1
Netherlands,2024,Athletics,2,1,3
Netherlands,2024,Cycling BMX Racing,0,1,0
Netherlands,2024,Cycling Road,0,1,0
Netherlands,2024,Cycling Track,3,1,1
Netherlands,2024,Equestrian,0,0,1
Netherlands,2024,Hockey,1,0,0
Netherlands,2024,Marathon Swimming,1,0,0
Netherlands,2024,Rowing,4,3,1
Netherlands,2024,Sailing,2,0,2
Netherlands,2024,Swimming,0,0,2
Netherlands,2024,Water Polo,0,0,1
Netherlands,2016,Beach Volleyball,0,0,1
New Zealand,1992,Athletics,0,0,1
New Zealand,1992,Boxing,0,0,1
New Zealand,1992,Cycling,0,0,1
New Zealand,1992,Equestrianism,0,1,1
New Zealand,1992,Sailing,1,2,1
New Zealand,1992,Swimming,0,1,0
New Zealand,1996,Equestrianism,1,1,1
New Zealand,1996,Sailing,0,1,0
New Zealand,1996,Swimming,2,0,0
New Zealand,2000,Equestrianism,0,0,1
New Zealand,2000,Rowing,1,0,0
New Zealand,2000,Sailing,0,0,2
New Zealand,2004,Canoeing,0,1,0
New Zealand,2004,Cycling,1,0,0
New Zealand,2004,Rowing,1,0,0
New Zealand,2004,Triathlon,1,1,0
New Zealand,2008,Athletics,1,1,0
New Zealand,2008,Cycling,0,1,1
New Zealand,2008,Rowing,1,0,2
New Zealand,2008,Sailing,1,0,0
New Zealand,2008,Triathlon,0,0,1
New Zealand,2012,Athletics,1,0,0
New Zealand,2012,Canoeing,1,0,0
New Zealand,2012,Cycling,0,1,2
New Zealand,2012,Equestrianism,0,0,1
New Zealand,2012,Rowing,3,0,2
New Zealand,2012,Sailing,1,1,0
New Zealand,2016,Athletics,0,1,3
New Zealand,2016,Canoeing,1,1,1
New Zealand,2016,Cycling,0,1,0
New Zealand,2016,Golf,0,1,0
New Zealand,2016,Rowing,2,1,0
New Zealand,2016,Rugby Sevens,0,1,0
New Zealand,2016,Sailing,1,2,1
New Zealand,2016,Shooting,0,1,0
New Zealand,2020,Athletics,0,0,2
New Zealand,2020,Boxing,0,0,1
New Zealand,2020,Canoe Sprint,3,0,0
New Zealand,2020,Cycling Track,0,2,0
New Zealand,2020,Golf,0,0,1
New Zealand,2020,Rowing,3,2,0
New Zealand,2020,Rugby Sevens,1,1,0
New Zealand,2020,Sailing,0,1,0
New Zealand,2020,Tennis,0,0,1
New Zealand,2020,Trampoline Gymnastics,0,0,1
New Zealand,2020,Triathlon,0,0,1
New Zealand,2024,Athletics,1,1,0
New Zealand,2024,Canoe Slalom,1,0,0
New Zealand,2024,Canoe Sprint,3,0,0
New Zealand,2024,Cycling Track,2,2,1
New Zealand,2024,Golf,1,0,0
New Zealand,2024,Rowing,1,2,1
New Zealand,2024,Rugby Sevens,1,0,0
New Zealand,2024,Sailing,0,1,1
New Zealand,2024,Triathlon,0,1,0
Niger,2016,Taekwondo,0,1,0
Nigeria,1992,Athletics,0,1,1
Nigeria,1992,Boxing,0,2,0
Nigeria,1996,Athletics,1,1,2
Nigeria,1996,Boxing,0,0,1
Nigeria,1996,Football,1,0,0
Nigeria,2000,Athletics,1,1,0
Nigeria,2000,Weightlifting,0,1,0
Nigeria,2004,Athletics,0,0,2
Nigeria,2008,Athletics,0,0,2
Nigeria,2008,Football,0,1,0
Nigeria,2008,Taekwondo,0,0,1
Nigeria,2016,Football,0,0,1
Nigeria,2020,Athletics,0,0,1
Nigeria,2020,Wrestling,0,1,0
North Korea,1992,Boxing,1,0,1
North Korea,1992,Gymnastics,1,0,0
North Korea,1992,Table Tennis,0,0,1
North Korea,1992,Weightlifting,0,0,1
North Korea,1992,Wrestling,2,0,1
North Korea,1996,Judo,1,0,0
North Korea,1996,Weightlifting,0,1,1
North Korea,1996,Wrestling,1,0,1
North Korea,2000,Boxing,0,0,1
North Korea,2000,Judo,0,0,1
North Korea,2000,Weightlifting,0,1,0
North Korea,2000,Wrestling,0,0,1
North Korea,2004,Boxing,0,1,0
North Korea,2004,Judo,0,1,0
North Korea,2004,Shooting,0,0,1
North Korea,2004,Table Tennis,0,1,0
North Korea,2004,Weightlifting,0,1,0
North Korea,2008,Gymnastics,1,0,0
North Korea,2008,Judo,0,1,2
North Korea,2008,Weightlifting,1,0,1
North Korea,2012,Judo,1,0,0
North Korea,2012,Weightlifting,3,0,1
North Korea,2012,Wrestling,0,0,1
North Korea,2016,Gymnastics,1,0,0
North Korea,2016,Shooting,0,0,1
North Korea,2016,Table Tennis,0,0,1
North Korea,2016,Weightlifting,1,3,0
North Korea,1992,Table Tennis,0,0,1
North Macedonia,2020,Taekwondo,0,1,0
Norway,1992,Canoeing,0,1,1
Norway,1992,Handball,0,1,0
Norway,1992,Rowing,0,1,0
Norway,1992,Sailing,1,0,0
Norway,1992,Shooting,0,1,0
Norway,1992,Wrestling,1,0,0
Norway,1996,Athletics,1,0,1
Norway,1996,Canoeing,1,1,0
Norway,1996,Football,0,0,1
Norway,1996,Rowing,0,1,0
Norway,1996,Sailing,0,0,1
Norway,2000,Athletics,1,1,0
Norway,2000,Canoeing,2,0,0
Norway,2000,Football,1,0,0
Norway,2000,Handball,0,0,1
Norway,2000,Rowing,0,1,0
Norway,2000,Sailing,0,0,1
Norway,2000,Shooting,0,0,1
Norway,2000,Taekwondo,0,1,0
Norway,2004,Athletics,1,0,0
Norway,2004,Canoeing,1,0,1
Norway,2004,Cycling,1,0,0
Norway,2004,Rowing,1,0,0
Norway,2004,Sailing,1,0,0
Norway,2008,Athletics,1,1,0
Norway,2008,Canoeing,0,1,0
Norway,2008,Handball,1,0,0
Norway,2008,Rowing,1,0,0
Norway,2008,Shooting,0,1,0
Norway,2008,Swimming,0,1,1
Norway,2008,Taekwondo,0,1,0
Norway,2012,Canoeing,1,0,0
Norway,2012,Cycling,0,0,1
Norway,2012,Fencing,0,1,0
Norway,2012,Handball,1,0,0
Norway,2016,Handball,0,0,1
Norway,2016,Rowing,0,0,2
Norway,2016,Wrestling,0,0,1
Norway,2020,Athletics,2,1,0
Norway,2020,Beach Volleyball,1,0,0
Norway,2020,Handball,0,0,1
Norway,2020,Rowing,0,1,0
Norway,2020,Sailing,0,0,1
Norway,2020,Triathlon,1,0,0
Norway,2024,Athletics,2,1,0
Norway,2024,Beach Volleyball,0,0,1
Norway,2024,Handball,1,0,0
Norway,2024,Sailing,0,0,1
Norway,2024,Weightlifting,1,0,0
Norway,2024,Wrestling,0,0,1
Pakistan,1992,Hockey,0,0,1
Pakistan,2024,Athletics,1,0,0
Panama,2008,Athletics,1,0,0
Panama,2024,Boxing,0,1,0
Paraguay,2004,Football,0,1,0
Peru,1992,Shooting,0,1,0
Peru,2024,Sailing,0,0,1
Philippines,1992,Boxing,0,0,1
Philippines,1996,Boxing,0,1,0
Philippines,2016,Weightlifting,0,1,0
Philippines,2020,Boxing,0,2,1
Philippines,2020,Weightlifting,1,0,0
Philippines,2024,Artistic Gymnastics,2,0,0
Philippines,2024,Boxing,0,0,2
Poland,1992,Athletics,0,0,1
Poland,1992,Boxing,0,0,1
Poland,1992,Canoeing,0,1,2
Poland,1992,Fencing,0,0,1
Poland,1992,Football,0,1,0
Poland,1992,Judo,1,0,0
Poland,1992,Modern Pentathlon,2,0,0
Poland,1992,Rowing,0,0,2
Poland,1992,Shooting,0,0,1
Poland,1992,Swimming,0,1,0
Poland,1992,Weightlifting,0,1,2
Poland,1992,Wrestling,0,2,0
Poland,1996,Archery,0,0,1
Poland,1996,Athletics,1,1,0
Poland,1996,Canoeing,0,0,1
Poland,1996,Fencing,0,1,0
Poland,1996,Judo,1,1,0
Poland,1996,Sailing,1,0,0
Poland,1996,Shooting,1,1,1
Poland,1996,Weightlifting,0,0,1
Poland,1996,Wrestling,3,1,1
Poland,2000,Athletics,4,0,0
Poland,2000,Canoeing,0,1,2
Poland,2000,Fencing,0,1,0
Poland,2000,Gymnastics,0,0,1
Poland,2000,Rowing,1,0,0
Poland,2000,Shooting,1,0,0
Poland,2000,Weightlifting,0,2,0
Poland,2004,Athletics,1,0,1
Poland,2004,Canoeing,0,0,1
Poland,2004,Fencing,0,0,1
Poland,2004,Rowing,1,0,0
Poland,2004,Sailing,0,0,1
Poland,2004,Swimming,1,2,0
Poland,2004,Weightlifting,0,0,1
Poland,2008,Athletics,1,1,0
Poland,2008,Canoeing,0,1,0
Poland,2008,Cycling,0,1,0
Poland,2008,Fencing,0,1,0
Poland,2008,Gymnastics,1,0,0
Poland,2008,Rowing,1,1,0
Poland,2008,Weightlifting,0,1,0
Poland,2008,Wrestling,0,0,1
Poland,2012,Athletics,1,1,0
Poland,2012,Canoeing,0,0,1
Poland,2012,Rowing,0,0,1
Poland,2012,Sailing,0,0,2
Poland,2012,Shooting,0,1,0
Poland,2012,Weightlifting,1,0,1
Poland,2012,Wrestling,0,0,1
Poland,2016,Athletics,1,1,1
Poland,2016,Canoeing,0,1,1
Poland,2016,Cycling,0,1,1
Poland,2016,Modern Pentathlon,0,0,1
Poland,2016,Rowing,1,0,1
Poland,2016,Wrestling,0,0,1
Poland,2020,Athletics,4,2,3
Poland,2020,Canoe Sprint,0,1,1
Poland,2020,Rowing,0,1,0
Poland,2020,Sailing,0,1,0
Poland,2020,Wrestling,0,0,1
Poland,2024,Athletics,0,0,1
Poland,2024,Boxing,0,1,0
Poland,2024,Canoe Slalom,0,1,0
Poland,2024,Cycling Track,0,1,0
Poland,2024,Fencing,0,0,1
Poland,2024,Rowing,0,0,1
Poland,2024,Sport Climbing,1,0,1
Poland,2024,Tennis,0,0,1
Poland,2024,Volleyball,0,1,0
Poland,2000,Canoeing,0,1,0
Portugal,1996,Athletics,1,0,0
Portugal,1996,Sailing,0,0,1
Portugal,2000,Athletics,0,0,1
Portugal,2000,Judo,0,0,1
Portugal,2004,Athletics,0,1,1
Portugal,2004,Cycling,0,1,0
Portugal,2008,Athletics,1,0,0
Portugal,2008,Triathlon,0,1,0
Portugal,2012,Canoeing,0,1,0
Portugal,2016,Judo,0,0,1
Portugal,2020,Athletics,1,1,0
Portugal,2020,Canoe Sprint,0,0,1
Portugal,2020,Judo,0,0,1
Portugal,2024,Athletics,0,1,0
Portugal,2024,Cycling Track,1,1,0
Portugal,2024,Judo,0,0,1
Puerto Rico,1992,Boxing,0,0,1
Puerto Rico,1996,Boxing,0,0,1
Puerto Rico,2012,Athletics,0,0,1
Puerto Rico,2012,Wrestling,0,1,0
Puerto Rico,2016,Tennis,1,0,0
Puerto Rico,2020,Athletics,1,0,0
Puerto Rico,2024,Athletics,0,0,1
Puerto Rico,2024,Wrestling,0,0,1
Qatar,1992,Athletics,0,0,1
Qatar,2000,Weightlifting,0,0,1
Qatar,2012,Athletics,0,0,1
Qatar,2012,Shooting,0,0,1
Qatar,2016,Athletics,0,1,0
Qatar,2020,Athletics,1,0,0
Qatar,2020,Beach Volleyball,0,0,1
Qatar,2020,Weightlifting,1,0,0
Qatar,2024,Athletics,0,0,1
Republic of Moldova,2024,Canoe Sprint,0,0,1
Republic of Moldova,2024,Judo,0,0,2
Republic of Moldova,2024,Wrestling,0,1,0
Romania,1992,Athletics,0,1,0
Romania,1992,Boxing,0,0,1
Romania,1992,Fencing,0,0,1
Romania,1992,Gymnastics,2,1,2
Romania,1992,Rowing,2,4,1
Romania,1992,Shooting,0,0,1
Romania,1992,Weightlifting,0,0,1
Romania,1992,Wrestling,0,0,1
Romania,1996,Athletics,0,1,0
Romania,1996,Boxing,0,0,2
Romania,1996,Canoeing,0,1,1
Romania,1996,Fencing,1,1,0
Romania,1996,Gymnastics,1,4,4
Romania,1996,Rowing,2,0,0
Romania,1996,Weightlifting,0,0,1
Romania,2000,Athletics,1,2,2
Romania,2000,Boxing,0,1,1
Romania,2000,Canoeing,1,0,2
Romania,2000,Fencing,1,0,0
Romania,2000,Gymnastics,3,2,1
Romania,2000,Judo,0,0,1
Romania,2000,Rowing,3,0,0
Romania,2000,Shooting,0,0,1
Romania,2000,Swimming,2,1,1
Romania,2004,Athletics,0,2,1
Romania,2004,Boxing,0,0,1
Romania,2004,Gymnastics,4,3,3
Romania,2004,Rowing,3,0,0
Romania,2004,Swimming,1,0,1
Romania,2008,Athletics,1,0,0
Romania,2008,Fencing,0,1,1
Romania,2008,Gymnastics,1,0,1
Romania,2008,Judo,1,0,0
Romania,2008,Rowing,1,0,1
Romania,2012,Fencing,0,1,0
Romania,2012,Gymnastics,1,1,1
Romania,2012,Judo,0,2,0
Romania,2012,Shooting,1,0,0
Romania,2012,Weightlifting,0,1,1
Romania,2016,Fencing,1,0,0
Romania,2016,Rowing,0,0,1
Romania,2016,Tennis,0,1,0
Romania,2016,Wrestling,0,0,1
Romania,2020,Fencing,0,1,0
Romania,2020,Rowing,1,2,0
Romania,2024,Artistic Gymnastics,0,0,1
Romania,2024,Rowing,2,3,0
Romania,2024,Swimming,1,0,1
Romania,2024,Weightlifting,0,1,0
Russia,1996,Athletics,3,6,1
Russia,1996,Boxing,1,0,3
Russia,1996,Canoeing,0,0,1
Russia,1996,Cycling,1,1,0
Russia,1996,Diving,1,1,0
Russia,1996,Fencing,4,2,1
Russia,1996,Gymnastics,3,2,3
Russia,1996,Modern Pentathlon,0,1,0
Russia,1996,Rhythmic Gymnastics,0,1,1
Russia,1996,Rowing,0,0,1
Russia,1996,Sailing,0,1,0
Russia,1996,Shooting,3,2,1
Russia,1996,Swimming,4,2,2
Russia,1996,Weightlifting,2,1,0
Russia,1996,Wrestling,4,1,2
Russia,2000,Athletics,3,4,6
Russia,2000,Boxing,2,3,2
Russia,2000,Canoeing,0,1,0
Russia,2000,Cycling,1,1,2
Russia,2000,Diving,2,1,2
Russia,2000,Fencing,3,0,1
Russia,2000,Gymnastics,5,5,5
Russia,2000,Handball,1,0,0
Russia,2000,Judo,0,1,2
Russia,2000,Modern Pentathlon,1,0,0
Russia,2000,Rhythmic Gymnastics,2,0,1
Russia,2000,Rowing,0,0,1
Russia,2000,Shooting,1,3,2
Russia,2000,Swimming,0,1,1
Russia,2000,Synchronized Swimming,2,0,0
Russia,2000,Taekwondo,0,1,0
Russia,2000,Tennis,1,1,0
Russia,2000,Trampolining,2,0,0
Russia,2000,Volleyball,0,2,0
Russia,2000,Water Polo,0,1,1
Russia,2000,Weightlifting,0,1,2
Russia,2000,Wrestling,6,2,1
Russia,2004,Athletics,6,7,6
Russia,2004,Basketball,0,0,1
Russia,2004,Boxing,3,0,3
Russia,2004,Canoeing,0,1,2
Russia,2004,Cycling,3,1,1
Russia,2004,Diving,0,2,2
Russia,2004,Fencing,1,0,3
Russia,2004,Gymnastics,0,1,2
Russia,2004,Handball,0,0,1
Russia,2004,Judo,0,2,3
Russia,2004,Modern Pentathlon,1,0,0
Russia,2004,Rhythmic Gymnastics,2,1,0
Russia,2004,Rowing,1,0,0
Russia,2004,Shooting,3,4,3
Russia,2004,Swimming,0,1,0
Russia,2004,Synchronized Swimming,2,0,0
Russia,2004,Trampolining,0,1,0
Russia,2004,Volleyball,0,1,1
Russia,2004,Water Polo,0,0,1
Russia,2004,Weightlifting,1,2,4
Russia,2004,Wrestling,5,2,3
Russia,2008,Archery,0,0,1
Russia,2008,Athletics,6,5,6
Russia,2008,Basketball,0,0,1
Russia,2008,Boxing,2,0,1
Russia,2008,Canoeing,1,1,1
Russia,2008,Cycling,0,0,3
Russia,2008,Diving,0,3,2
Russia,2008,Fencing,1,0,0
Russia,2008,Gymnastics,0,0,2
Russia,2008,Handball,0,1,0
Russia,2008,Modern Pentathlon,1,0,0
Russia,2008,Rhythmic Gymnastics,2,0,0
Russia,2008,Shooting,0,2,2
Russia,2008,Swimming,1,1,2
Russia,2008,Synchronized Swimming,2,0,0
Russia,2008,Tennis,1,1,1
Russia,2008,Volleyball,0,0,1
Russia,2008,Weightlifting,0,4,3
Russia,2008,Wrestling,6,3,2
Russia,2012,Athletics,8,5,5
Russia,2012,Badminton,0,0,1
Russia,2012,Basketball,0,0,1
Russia,2012,Boxing,1,2,3
Russia,2012,Canoeing,1,0,2
Russia,2012,Cycling,0,0,2
Russia,2012,Diving,1,1,0
Russia,2012,Fencing,0,2,1
Russia,2012,Gymnastics,1,3,4
Russia,2012,Judo,3,1,1
Russia,2012,Rhythmic Gymnastics,2,1,0
Russia,2012,Shooting,0,0,1
Russia,2012,Swimming,0,2,2
Russia,2012,Synchronized Swimming,2,0,0
Russia,2012,Taekwondo,0,0,2
Russia,2012,Tennis,0,1,0
Russia,2012,Trampolining,0,1,0
Russia,2012,Volleyball,1,0,0
Russia,2012,Weightlifting,0,5,1
Russia,2012,Wrestling,4,2,5
Russia,2016,Archery,0,1,0
Russia,2016,Boxing,1,0,3
Russia,2016,Canoeing,0,0,2
Russia,2016,Cycling,0,2,1
Russia,2016,Fencing,4,1,2
Russia,2016,Gymnastics,1,4,3
Russia,2016,Handball,1,0,0
Russia,2016,Judo,2,0,1
Russia,2016,Modern Pentathlon,1,0,0
Russia,2016,Rhythmic Gymnastics,2,1,0
Russia,2016,Sailing,0,0,1
Russia,2016,Shooting,0,2,2
Russia,2016,Swimming,0,2,2
Russia,2016,Synchronized Swimming,2,0,0
Russia,2016,Taekwondo,0,1,0
Russia,2016,Water Polo,0,0,1
Russia,2016,Wrestling,4,3,2
Russia,2020,3x3 Basketball,0,2,0
Russia,2020,Archery,0,2,0
Russia,2020,Artistic Gymnastics,2,2,4
Russia,2020,Artistic Swimming,2,0,0
Russia,2020,Athletics,1,1,0
Russia,2020,Beach Volleyball,0,0,0
Russia,2020,Boxing,1,1,4
Russia,2020,Cycling Track,0,0,2
Russia,2020,Diving,0,0,1
Russia,2020,Fencing,3,4,1
Russia,2020,Handball,0,0,0
Russia,2020,Judo,0,0,3
Russia,2020,Rhythmic Gymnastics,0,2,0
Russia,2020,Rowing,0,2,0
Russia,2020,Shooting,2,4,2
Russia,2020,Swimming,2,2,1
Russia,2020,Taekwondo,2,1,1
Russia,2020,Tennis,1,2,0
Russia,2020,Volleyball,0,0,0
Russia,2020,Wrestling,4,0,4
Russia,2012,Tennis,0,0,1
Russia,2016,Tennis,1,0,0
Saint Lucia,2024,Athletics,1,1,0
Salinero,2008,Equestrianism,0,1,0
San Marino,2020,Shooting,0,1,1
San Marino,2020,Wrestling,0,0,1
Satchmo,2008,Equestrianism,1,0,0
Saudi Arabia,2000,Athletics,0,1,0
Saudi Arabia,2000,Equestrianism,0,0,1
Saudi Arabia,2012,Equestrianism,0,0,1
Saudi Arabia,2020,Karate,0,1,0
Serbia,2008,Swimming,0,1,0
Serbia,2008,Tennis,0,0,1
Serbia,2008,Water Polo,0,0,1
Serbia,2012,Shooting,0,1,1
Serbia,2012,Taekwondo,1,0,0
Serbia,2012,Water Polo,0,0,1
Serbia,2016,Athletics,0,0,1
Serbia,2016,Basketball,0,1,1
Serbia,2016,Canoeing,0,1,0
Serbia,2016,Taekwondo,0,1,0
Serbia,2016,Volleyball,0,1,0
Serbia,2016,Water Polo,1,0,0
Serbia,2016,Wrestling,1,0,0
Serbia,2020,3x3 Basketball,0,0,1
Serbia,2020,Karate,1,0,0
Serbia,2020,Shooting,0,1,1
Serbia,2020,Taekwondo,1,0,1
Serbia,2020,Volleyball,0,0,1
Serbia,2020,Water Polo,1,0,0
Serbia,2020,Wrestling,0,0,1
Serbia,2024,Basketball,0,0,1
Serbia,2024,Shooting,1,0,0
Serbia,2024,Taekwondo,0,1,0
Serbia,2024,Tennis,1,0,0
Serbia,2024,Water Polo,1,0,0
Serbia and Montenegro,1996,Basketball,0,1,0
Serbia and Montenegro,1996,Shooting,1,0,1
Serbia and Montenegro,1996,Volleyball,0,0,1
Serbia and Montenegro,2000,Shooting,0,1,0
Serbia and Montenegro,2000,Volleyball,1,0,0
Serbia and Montenegro,2000,Water Polo,0,0,1
Serbia and Montenegro,2004,Shooting,0,1,0
Serbia and Montenegro,2004,Water Polo,0,1,0
Singapore,2008,Table Tennis,0,1,0
Singapore,2012,Table Tennis,0,0,2
Singapore,2016,Swimming,1,0,0
Singapore,2024,Sailing,0,0,1
Slovakia,1996,Canoeing,1,1,0
Slovakia,1996,Shooting,0,0,1
Slovakia,2000,Canoeing,1,1,1
Slovakia,2000,Swimming,0,2,0
Slovakia,2004,Canoeing,2,1,1
Slovakia,2004,Judo,0,1,0
Slovakia,2004,Shooting,0,0,1
Slovakia,2008,Canoeing,3,1,0
Slovakia,2008,Shooting,0,1,0
Slovakia,2008,Wrestling,0,0,1
Slovakia,2012,Canoeing,0,0,2
Slovakia,2012,Shooting,0,1,1
Slovakia,2016,Athletics,1,0,0
Slovakia,2016,Canoeing,1,2,0
Slovakia,2020,Canoe Slalom,0,1,0
Slovakia,2020,Canoe Sprint,0,0,1
Slovakia,2020,Golf,0,1,0
Slovakia,2020,Shooting,1,0,0
Slovakia,2024,Canoe Slalom,0,0,1
Slovenia,1992,Rowing,0,0,2
Slovenia,1996,Athletics,0,1,0
Slovenia,1996,Canoeing,0,1,0
Slovenia,2000,Rowing,1,0,0
Slovenia,2000,Shooting,1,0,0
Slovenia,2004,Athletics,0,0,1
Slovenia,2004,Judo,0,0,1
Slovenia,2004,Rowing,0,1,0
